delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
464449.000,99771.000,57317.000,9577.000,23548.000,15876.000,8614.000,3953.000,47.000,51.000,32.000,0.000
61548.000,91641.000,83463.000,15757.000,26160.000,20915.000,21766.000,2446.000,44.000,48.000,70.000,0.000
91302.000,12883.000,9414.000,1717.000,12629.000,4056.000,2125.000,1034.000,50.000,44.000,81.000,0.000
1291350.000,648870.000,64851.000,50448.000,26891.000,13675.000,8050.000,6449.000,61.000,56.000,99.000,0.000
924027.000,116377.000,18054.000,18553.000,26568.000,30138.000,8319.000,2461.000,40.000,44.000,41.000,0.000
212266.000,51368.000,75437.000,41477.000,11197.000,20007.000,6441.000,1534.000,47.000,35.000,-71.000,0.000
262395.000,51504.000,8410.000,12584.000,11210.000,5441.000,3214.000,715.000,47.000,43.000,-173.000,0.000
546925.000,42411.000,59346.000,30341.000,11233.000,40562.000,9937.000,3441.000,38.000,40.000,69.000,0.000
48003.000,67759.000,16785.000,9491.000,6330.000,5061.000,2224.000,1276.000,64.000,60.000,18.000,0.000
496895.000,60107.000,24582.000,12781.000,16054.000,16710.000,8915.000,1629.000,51.000,64.000,59.000,0.000
750729.000,25792.000,62219.000,51447.000,32279.000,22527.000,13433.000,3321.000,56.000,50.000,-72.000,0.000
793514.000,51064.000,53490.000,31541.000,26530.000,25688.000,10131.000,8264.000,64.000,67.000,64.000,0.000
610579.000,324933.000,21173.000,40352.000,15693.000,13400.000,5846.000,2791.000,60.000,67.000,-7.000,0.000
751549.000,104695.000,4952.000,8739.000,6318.000,5483.000,3744.000,1229.000,56.000,61.000,96.000,0.000
1047159.000,248648.000,22724.000,31405.000,35444.000,18469.000,14449.000,2508.000,41.000,47.000,55.000,0.000
1112985.000,187016.000,23604.000,36410.000,43545.000,10830.000,11173.000,2807.000,34.000,23.000,19.000,0.000
104762.000,25699.000,18777.000,3005.000,8904.000,6849.000,1149.000,1712.000,17.000,8.000,52.000,0.000
1812316.000,92483.000,31394.000,52529.000,22174.000,20241.000,6298.000,7087.000,30.000,20.000,35.000,0.000
1859817.000,115531.000,78526.000,23397.000,42987.000,23025.000,12135.000,5398.000,41.000,38.000,96.000,0.000
722818.000,193690.000,86952.000,24112.000,12837.000,36019.000,11275.000,4510.000,47.000,51.000,-152.000,0.000
2112524.000,79089.000,24805.000,35779.000,25269.000,47201.000,7130.000,4995.000,57.000,57.000,73.000,0.000
387035.000,83227.000,29503.000,34756.000,21804.000,16718.000,6125.000,4045.000,64.000,54.000,-244.000,0.000
1661885.000,113974.000,63295.000,24473.000,42839.000,16572.000,8077.000,2469.000,64.000,54.000,-130.000,0.000
1308222.000,378658.000,37560.000,137248.000,42080.000,14767.000,7936.000,7550.000,63.000,53.000,100.000,0.000
268435.000,84578.000,32998.000,20536.000,12754.000,14360.000,12781.000,5364.000,48.000,51.000,140.000,0.000
513645.000,28235.000,29123.000,36623.000,8708.000,7127.000,4083.000,2291.000,37.000,54.000,98.000,0.000
51064.000,32061.000,8663.000,18234.000,10824.000,3571.000,2225.000,909.000,34.000,66.000,97.000,0.000
46231.000,20479.000,26587.000,10598.000,3390.000,8312.000,1259.000,983.000,27.000,69.000,118.000,0.000
434819.000,161949.000,48917.000,33934.000,27322.000,15938.000,8173.000,3326.000,47.000,81.000,70.000,0.000
823260.000,33654.000,15183.000,46221.000,14121.000,22661.000,14971.000,3621.000,41.000,80.000,83.000,0.000
717784.000,67296.000,14858.000,126001.000,18912.000,10554.000,11477.000,3524.000,53.000,74.000,58.000,0.000
363346.000,123502.000,35611.000,97565.000,13714.000,43648.000,13218.000,3138.000,53.000,83.000,55.000,0.000
194997.000,66833.000,13930.000,3497.000,19773.000,10548.000,2942.000,1436.000,53.000,78.000,86.000,0.000
771459.000,122618.000,110138.000,42461.000,49911.000,49445.000,9139.000,4285.000,60.000,69.000,82.000,0.000
1319157.000,199793.000,44028.000,4366.000,51435.000,19264.000,9430.000,4960.000,56.000,66.000,49.000,0.000
243396.000,38620.000,1101.000,14361.000,8977.000,10649.000,3974.000,452.000,60.000,41.000,42.000,0.000
1150934.000,23644.000,4796.000,31934.000,5230.000,9225.000,5165.000,1404.000,61.000,29.000,37.000,0.000
26175.000,23791.000,67467.000,47770.000,23647.000,32430.000,14641.000,1471.000,63.000,48.000,-194.000,0.000
251222.000,89109.000,21537.000,47978.000,16847.000,24562.000,18433.000,1762.000,66.000,56.000,-153.000,0.000
653760.000,40818.000,20013.000,16105.000,39668.000,35312.000,27115.000,3267.000,74.000,69.000,40.000,0.000
1676108.000,63044.000,35270.000,56497.000,45569.000,12793.000,8233.000,2981.000,81.000,70.000,38.000,0.000
622610.000,386319.000,18144.000,163630.000,29410.000,35472.000,4798.000,3617.000,75.000,69.000,59.000,0.000
611768.000,19045.000,3675.000,10780.000,8890.000,7793.000,552.000,423.000,61.000,54.000,100.000,0.000
703933.000,61282.000,3601.000,7237.000,27786.000,15240.000,2632.000,1041.000,66.000,51.000,-26.000,0.000
